title,description,content,url,image,publishedAt,source
"ChatGPT, Lensa generative A.I. success comes with Big Tech on sidelines","Alphabet, Meta, and other tech titans are investing heavily in consumer-facing A.I., but the time hasn’t been right to go public.","To the surprise of nobody (except maybe the delusional mophead himself), Sam Bankman-Fried is in custody on numerous criminal charges and facing a lawsuit from the Securities and Exchange Commission. The fine folks at Fortune Crypto are on the case, ... [10275 chars]",https://fortune.com/2022/12/13/lensa-chatgpt-dalle-stable-diffusion-alphabet-meta-google/,"https://content.fortune.com/wp-content/uploads/2022/12/GettyImages-1194872436.jpg?resize=1200,600",2022-12-13T05:00:00Z,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
"ChatGPT Is a Stunning AI, but Human Jobs Are Safe (for Now)","Commentary: Large language models can surprise and delight, but they're not perfect.","If you've spent any time browsing social media feeds over the last week (who hasn't), you've probably heard about ChatGPT. The mesmerizing and mind-blowing chatbot, developed by OpenAI and released last week, is a nifty little AI that can spit out hi... [6639 chars]",https://www.cnet.com/science/chatgpt-is-a-stunning-ai-but-human-jobs-are-safe-for-now/,https://www.cnet.com/a/img/resize/8729fb5089dd1c67c252ec3697b7f557402c73c6/hub/2022/12/07/5e5fa0e5-2188-4f90-8b41-c7a1fd380263/chatgpt1.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-12T23:10:44Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
ChatGPT Is Too Popular for Its Own Good,"The AI-fueled socialite may just be a little too popular, accruing a million users in just five days. OpenAI is asking users to ""hang tight"" while it scales up.","ChatGPT, a new AI-fueled chatbot, might be a little too popular for its own good. So many people have been flocking to it—a million in just the five days after opening to the public— that it’s caused the chatbot to crash several times over the past w... [3078 chars]",https://gizmodo.com/chatgpt-down-ai-chatbot-1-million-users-1849866029,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/744681882050cf57f1092e8cfda87ceb.jpg",2022-12-12T21:30:00Z,"{'name': 'Gizmodo', 'url': 'https://gizmodo.com'}"
OpenAI CEO admits ChatGPT risks. What now? | The AI Beat,"'It's a mistake to be relying on [ChatGPT] for anything important right now,' tweeted the OpenAI CEO. So what now for AI-produced prose?","Check out all the on-demand sessions from the Intelligent Security Summit here.
Over the weekend, OpenAI CEO Sam Altman suddenly jumped into the Twitter fray around ChatGPT, the company’s recently-released conversational text-generation model, with a... [3421 chars]",https://venturebeat.com/ai/openai-ceo-admits-chatgpt-risks-what-now-the-ai-beat/,https://venturebeat.com/wp-content/uploads/2019/02/GettyImages-545523518.jpg?w=1200&strip=all,2022-12-12T18:03:59Z,"{'name': 'VentureBeat', 'url': 'https://venturebeat.com'}"
"ChatGPT: AI will help cure diseases and solve climate change, chatbot says","Here, Interesting Engineering puts the AI Chatbot to the test. After this interview, are you convinced it's a landmark technological achievement?","To learn more about ChatGPT's capabilities, limitations, and potential to outperform human effort someday, Interesting Engineering (IE) put it to the test with an interview. Based on the answers below, are you convinced ChatGPT is a landmark technolo... [1760 chars]",https://interestingengineering.com/innovation/chatgpt-ai-will-help-cure-diseases-and-solve-climate-change-chatbot-says,https://inteng-storage-us.s3.amazonaws.com/2022/12/12/image/png/sA4Evx56LAhIhpI2WzNFPDWZ1d261SwOU30QxxOs.png,2022-12-12T17:58:33Z,"{'name': 'Interesting Engineering', 'url': 'https://interestingengineering.com'}"
"ChatGPT: AI will help cure diseases and solve climate change, chatbot says","Here, Interesting Engineering puts the AI Chatbot to the test. After this interview, are you convinced it's a landmark technological achievement?","To learn more about ChatGPT's capabilities, limitations, and potential to outperform human effort someday, Interesting Engineering (IE) put it to the test with an interview. Based on the answers below, are you convinced ChatGPT is a landmark technolo... [1760 chars]",https://interestingengineering.com/innovation/chatgpt-ai-will-help-cure-diseases-and-solve-climate-change-chatbot-says,https://inteng-storage-us.s3.amazonaws.com/2022/12/12/image/png/sA4Evx56LAhIhpI2WzNFPDWZ1d261SwOU30QxxOs.png,2022-12-12T17:58:33Z,"{'name': 'Interesting Engineering', 'url': 'https://interestingengineering.com'}"
Advent of OpenAI's ChatGPT is the most important news event of 2022,Get ready for your A.I. co-pilot.,"Good morning.
Russia’s invasion of Ukraine tops most lists of important news events in 2022, and President Volodymyr Zelensky is not only Time’s Person of the Year, but also everyone else’s. But the last couple of weeks have convinced me the honor ma... [4552 chars]",https://fortune.com/2022/12/12/openai-chatgpt-biggest-news-event-of-2022/,"https://content.fortune.com/wp-content/uploads/2022/12/GettyImages-1236341900-e1670840677371.jpg?resize=1200,600",2022-12-12T05:00:00Z,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
A.I. tools like ChatGPT are exploding on the internet-and one VC believes companies could be using it in every department someday,OpenAI’s new A.I. chatbot is taking the internet by storm. Its tech could soon revolutionize how businesses operate.,"These days my Twitter feed is dominated by two things: a host of A.I.-generated images of the people I follow, courtesy of Lensa.ai, and screenshots of elaborate answers produced by the new, buzzy A.I. chatbot, ChatGPT, born out of research startup O... [4909 chars]",https://fortune.com/2022/12/12/a-i-tools-like-chatgpt-are-exploding-on-the-internet-and-one-vc-believes-companies-could-be-using-it-in-every-department-someday/,"https://content.fortune.com/wp-content/uploads/2022/12/Brian-Ascher-partner-at-Venrock.jpg?resize=1200,600",2022-12-12T05:00:00Z,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
Elon Musk’s history with ChatGPT maker OpenAI as told by ChatGPT,"This month Musk called OpenAI’s ChatGPT “scary good” and warned, “We are not far from dangerously strong AI.”","ChatGPT has been making waves this week following its test release by OpenAI, the company behind it. The artificial intelligence chatbot has evoked amazed, amused, and concerned reactions to it and generally created major buzz on social media. Many h... [3573 chars]",https://fortune.com/2022/12/11/elon-musk-history-with-chatgpt-maker-openai-as-told-by-the-ai-chatbot-itself/,"https://content.fortune.com/wp-content/uploads/2022/12/GettyImages-1240222695-e1670806651463.jpg?resize=1200,600",2022-12-11T05:00:00Z,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
"Top 5 stories of the week: Google Sheets adds ML, AWS eyes trends, ChatGPT dangers and more","This week brought new twists on established products as Google rolled out a beta version of Simple ML for Sheets, its cloud-based spreadsheet -- and much more.","Check out all the on-demand sessions from the Intelligent Security Summit here.
Even though the holiday season is in full swing, the tech world isn’t slowing down. This week brought new twists on established products as Google rolled out a beta versi... [4292 chars]",https://venturebeat.com/ai/top-5-stories-of-the-week-ml-meets-google-sheets-aws-eyes-trends-dangers-of-chatgpt-and-more/,https://venturebeat.com/wp-content/uploads/2022/12/number_5.jpg?w=1200&strip=all,2022-12-10T18:25:52Z,"{'name': 'VentureBeat', 'url': 'https://venturebeat.com'}"
The 5 Best Uses (So Far) for ChatGPT's AI Chatbot,"How a complex AI chatbot can make your life easier, one task at a time.","The new AI tool ChatGPT has inspired excitement and worry with its ability to instantly answer complex questions. In the days after its debut, people have discovered many ways it can make their lives easier -- including five we've found that rise abo... [6604 chars]",https://www.cnet.com/tech/computing/the-five-best-uses-so-far-for-chatgpts-ai-chatbot/,https://www.cnet.com/a/img/resize/2dc3500f203ced9cff4738727c8a636b25abb1a6/hub/2022/12/10/f740691c-a2e7-4119-9d71-bd37ced7afbb/chatgpt-chatbot-art.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-10T13:00:45Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
"Scary ChatGPT, could put Google out of business within 2 years","OpenAI has unveiled ChatGPT just a week ago, and it already has accumulated more than 1 million users all over the world with its advanced features: from","OpenAI has unveiled ChatGPT just a week ago, and it already has accumulated more than 1 million users all over the world with its advanced features: from instant composition of complex essays and computer code to drafting marketing proposals and inte... [2907 chars]",https://sparkchronicles.com/scary-chatgpt-could-put-google-out-of-business-within-2-years/,https://www.futuroprossimo.it/wp-content/uploads/2022/12/POST-FP-1200x675-1-2-1.jpg,2022-12-10T12:03:19Z,"{'name': 'Spark Chronicles', 'url': 'https://sparkchronicles.com'}"
Could ChatGPT write this email?,A new AI bot spits out such credible-sounding text that people are worried about its ramifications,"Hi Quartz members,
To solve a case of writer’s block, I turned to ChatGPT:
Advertisement
A useful enough guide, I suppose—and one that I’ll even have to follow, in some part. But a little dull, I think you’d agree.
ChatGPT is right that I need to pro... [9124 chars]",https://qz.com/emails/quartz-weekend-brief/1849868124/could-chatgpt-write-this-email,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c1effef5363e40a456ff1c7fd0d1825b.png",2022-12-10T09:00:00Z,"{'name': 'Quartz India', 'url': 'https://qz.com'}"
Is ChatGPT a marvel or a farce? We interviewed a chatbot to see,"We interviewed ChatGPT, a chatbot that has garnered widespread attention for its ability to mimic human conversation. Then we brought in experts in artificial intelligence and the arts to analyze ChatGPT's responses.","It’s not often that a new piece of software marks a watershed moment.
But to some, the arrival of ChatGPT seems like one.
The chatbot, designed by the start-up OpenAI, has an uncanny way of mimicking human writing that has astounded some who encounte... [15263 chars]",https://www.latimes.com/business/story/2022-12-09/a-chat-with-chatgpt,https://ca-times.brightspotcdn.com/dims4/default/e9affcb/2147483647/strip/true/crop/3000x1575+0+213/resize/1200x630!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Faf%2F23%2Faae89a474d299802f444f5c96206%2Fchat-gpt-02.gif,2022-12-10T01:09:38Z,"{'name': 'Los Angeles Times', 'url': 'https://www.latimes.com'}"
Is ChatGPT a ‘virus that has been released into the wild’?,"""I cannot believe people don't see the consequences here. This is arguably the most disruptive change the U.S.economy has seen in 100 years.""","More than three years ago, this editor sat down with Sam Altman for a small event in San Francisco soon after he’d left his role as the president of Y Combinator to become CEO of the AI company he co-founded in 2015 with Elon Musk and others, OpenAI.... [8473 chars]",https://techcrunch.com/2022/12/09/is-chatgpt-a-virus-that-has-been-released-into-the-wild/,"https://techcrunch.com/wp-content/uploads/2022/12/GettyImages-1147184147.jpg?resize=1200,800",2022-12-10T00:30:28Z,"{'name': 'TechCrunch', 'url': 'https://techcrunch.com'}"
Is ChatGPT a ‘virus that has been released into the wild’?,"""I cannot believe people don't see the consequences here. This is arguably the most disruptive change the U.S.economy has seen in 100 years.""","More than three years ago, this editor sat down with Sam Altman for a small event in San Francisco soon after he’d left his role as the president of Y Combinator to become CEO of the AI company he co-founded in 2015 with Elon Musk and others, OpenAI.... [8473 chars]",https://techcrunch.com/2022/12/09/is-chatgpt-a-virus-that-has-been-released-into-the-wild/,"https://techcrunch.com/wp-content/uploads/2022/12/GettyImages-1147184147.jpg?resize=1200,800",2022-12-10T00:30:28Z,"{'name': 'TechCrunch', 'url': 'https://techcrunch.com'}"
ChatGPT Is the Coolest (and Most Terrifying) New Tech of 2022,I challenge you to try this and not be freaked the hell out.,"When’s the last time a new piece of tech truly amazed you? Tech is all so good these days, it takes something downright disruptive to dazzle and impress anymore. I suspect ChatGPT will do that for you, the chatbot that will answer anything you ask it... [5620 chars]",https://lifehacker.com/chatgpt-is-the-coolest-and-most-terrifying-new-tech-o-1849874899,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/7ee5e3ced817b24e98a115060652eb51.jpg",2022-12-09T19:00:00Z,"{'name': 'Lifehacker', 'url': 'https://lifehacker.com'}"
What is ChatGPT? The A.I. chatbot could change your search habits,"Google could face disruption from ChatGPT, a new A.I. chatbot that provides straightforward, uncluttered answers to questions.","We are all used to entering search queries online and getting relevant links in response. But what if you could get an instant answer from a robot? And what if it was really fun?
This is ChatGPT.
For example, ask it what it is and it will start by te... [6158 chars]",https://fortune.com/2022/12/09/ai-chatbot-chatgpt-could-disrupt-google-search-engines-business/,"https://content.fortune.com/wp-content/uploads/2022/12/GettyImages-1245391800-e1670623832316.jpg?resize=1200,600",2022-12-09T05:00:00Z,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
OpenAI’s ChatGPT Bot Recreates Racial Profiling,"ChatGPT, the latest novelty from OpenAI, replicates the ugliest war on terror-style racism.","Image: Elise Swain/The Intercept; DALL-E
Sensational new machine learning breakthroughs seem to sweep our Twitter feeds every day. We hardly have time to decide whether software that can instantly conjure an image of Sonic the Hedgehog addressing the... [8220 chars]",https://theintercept.com/2022/12/08/openai-chatgpt-ai-bias-ethics/,https://theintercept.imgix.net/wp-uploads/sites/1/2022/12/DALL%C2%B7E-2022-12-08-11.50.45-an-oil-painting-of-Americas-war-on-terror-if-conducted-by-an-artificial-intelligence-copy1-e1670522717402.jpg?auto=compress%2Cformat&q=90&fit=crop&w=1200&h=800,2022-12-08T23:44:00Z,"{'name': 'The Intercept', 'url': 'https://theintercept.com'}"
ChatGPT: Why Everyone's Obsessed With This Mind-Blowing AI Chatbot,This artificial intelligence bot is an impressive writer and conversationalist. But be careful how much you trust its answers.,"There's a new AI bot in town: ChatGPT. And you'd better take notice.
The tool, from a power player in artificial intelligence, lets you type questions using natural language that the chatbot answers in conversational, if somewhat stilted, language. T... [9619 chars]",https://www.cnet.com/tech/computing/chatgpt-why-everyones-obsessed-with-this-mind-blowing-ai-chatbot/,https://www.cnet.com/a/img/resize/084641681c8362c3ce0c3eb8a53365351adcaaac/hub/2022/12/06/3dd7180c-d0e7-47ca-bc37-b5df15a41a25/ai-chat-gettyimages.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-08T18:47:00Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
ShareGPT lets you easily share your ChatGPT conversations,ShareGPT is a Chrome extension that enables users to easily share their ChatGPT conversations with the world.,"OpenAI’s ChatGPT bot is the hot new sensation in the tech town, garnering over a million users just days after the launch. The chatbot is delivering answers to a wide-range of questions, impressing many with its ability and speed while also sometimes... [1515 chars]",https://techcrunch.com/2022/12/08/sharegpt-lets-you-easily-share-your-chatgpt-conversations/,"https://techcrunch.com/wp-content/uploads/2022/12/GettyImages-1367281424.jpg?resize=1200,800",2022-12-08T10:43:44Z,"{'name': 'TechCrunch', 'url': 'https://techcrunch.com'}"
"ChatGPT's Writing Capabilities Stun, But Humans Are Still Essential (For Now)",Commentary: Large language models aren't likely to replace us in the short term. They might even help.,"If you've spent any time browsing social media feeds over the last week (who hasn't), you've probably heard about ChatGPT. The mesmerizing and mind-blowing chatbot, developed by OpenAI and released last week, is a nifty little AI that can spit out hi... [6638 chars]",https://www.cnet.com/science/chatgpts-writing-capabilities-stun-but-humans-are-still-essential-for-now/,https://www.cnet.com/a/img/resize/8729fb5089dd1c67c252ec3697b7f557402c73c6/hub/2022/12/07/5e5fa0e5-2188-4f90-8b41-c7a1fd380263/chatgpt1.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-08T06:00:06Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
ChatGPT can generate an essay. But could it generate an “A”?,ChatGPT was lauded online by some as a dramatic step forward for artificial intelligence. But could the chatbot inspire more students to cheat?,"After its viral launch last week, the chatbot ChatGPT was lauded online by some as a dramatic step forward for artificial intelligence and the potential future of web search.
But with such praise also came concern regarding its potential usage in aca... [4700 chars]",https://www.nbcnews.com/tech/chatgpt-can-generate-essay-generate-rcna60362,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-12/221206-stock-women-computers-laptop-student-ew-334p-8e155d.jpg",2022-12-07T23:06:58Z,"{'name': 'NBC News', 'url': 'https://www.nbcnews.com'}"
"ChatGPT Is Astonishing, But Human Jobs Are Safe (For Now)",Commentary: Large language models aren't likely to replace us in the short term. They might even help.,"If you've spent any time browsing social media feeds over the last week (who hasn't), you've probably heard about ChatGPT. The mesmerizing and mindblowing chatbot, developed by OpenAI and released last week, is a nifty little AI that can spit out hig... [6504 chars]",https://www.cnet.com/science/chatgpt-is-astonishing-but-human-jobs-are-safe-for-now/,https://www.cnet.com/a/img/resize/8729fb5089dd1c67c252ec3697b7f557402c73c6/hub/2022/12/07/5e5fa0e5-2188-4f90-8b41-c7a1fd380263/chatgpt1.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-07T22:31:00Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
"ChatGPT, artificial intelligence, and the future of education",Here’s why you’ve been hearing so much about ChatGPT.,"A few weeks ago, Wharton professor Ethan Mollick told his MBA students to play around with GPT, an artificial intelligence model, and see if the technology could write an essay based on one of the topics discussed in his course. The assignment was, a... [7204 chars]",https://www.vox.com/recode/2022/12/7/23498694/ai-artificial-intelligence-chat-gpt-openai,https://cdn.vox-cdn.com/thumbor/StY0PXV-VYFTG5-d_6TSfXQGeEQ=/0x361:5040x3000/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24273853/GettyImages_1367281424__1_.jpg,2022-12-07T20:00:00Z,"{'name': 'Vox.com', 'url': 'https://www.vox.com'}"
"ChatGPT, artificial intelligence, and the future of education",Here’s why you’ve been hearing so much about ChatGPT.,"A few weeks ago, Wharton professor Ethan Mollick told his MBA students to play around with GPT, an artificial intelligence model, and see if the technology could write an essay based on one of the topics discussed in his course. The assignment was, a... [7204 chars]",https://www.vox.com/recode/2022/12/7/23498694/ai-artificial-intelligence-chat-gpt-openai,https://cdn.vox-cdn.com/thumbor/StY0PXV-VYFTG5-d_6TSfXQGeEQ=/0x361:5040x3000/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24273853/GettyImages_1367281424__1_.jpg,2022-12-07T20:00:00Z,"{'name': 'Vox.com', 'url': 'https://www.vox.com'}"
"Why Everyone's Obsessed With ChatGPT, a Mindblowing AI Chatbot","This artificial intelligence bot is an impressive writer, but you should still be careful how much you trust its answers.","There's a new AI bot in town: ChatGPT. And you'd better take notice.
The tool, from a power player in artificial intelligence, lets you type questions using natural language that the chatbot answers in conversational, if somewhat stilted, language. T... [8439 chars]",https://www.cnet.com/tech/computing/why-everyones-obsessed-with-chatgpt-a-mindblowing-ai-chatbot/,https://www.cnet.com/a/img/resize/084641681c8362c3ce0c3eb8a53365351adcaaac/hub/2022/12/06/3dd7180c-d0e7-47ca-bc37-b5df15a41a25/ai-chat-gettyimages.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-07T18:31:39Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
ChatGPT AI chatbot wants to obsolete Google within a few years,"While it's hard to imagine the internet without Google, an AI chatbot called ""ChatGPT"" is said to be the replacement for Google in the next couple of","While it’s hard to imagine the internet without Google, an AI chatbot called “ChatGPT” is said to be the replacement for Google in the next couple of years. This claim is so bold that it’s hard to believe at first, but ChatGPT has a lot to offer and ... [2028 chars]",https://www.androidheadlines.com/2022/12/chatgpt-ai-chatbot-obsolete-google-within-few-years.html,https://www.androidheadlines.com/wp-content/uploads/2021/11/00-how-to-dark-theme-Google-search-on-desktop-and-mobile-DG-AH-2021.jpg,2022-12-07T18:06:15Z,"{'name': 'Android Headlines', 'url': 'https://www.androidheadlines.com'}"
How AI That Powers Chatbots and Search Queries Could Discover New Drugs,Natural language processing algorithms like the ones used in Google searches and OpenAI’s ChatGPT promise to slash the time required to bring medications to market,"In their search for new disease-fighting medicines, drug makers have long employed a laborious trial-and-error process to identify the right compounds. But what if artificial intelligence could predict the makeup of a new drug molecule the way Google... [541 chars]",https://www.wsj.com/articles/how-ai-that-powers-chatbots-and-search-queries-could-discover-new-drugs-11670428795,https://images.wsj.net/im-679549/social,2022-12-07T15:59:00Z,"{'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com'}"
ChatGPT; 8 coolest ways to use OpenAI's viral application,ChatGPT: OpenAI's innovative new chatbot has registered one million plus downloads.,"ChatGPT is not your typical chatbot featured in every customer service portal corner. The advanced AI-powered application can follow ""a conversational style,"" capable of comprehending natural language and responding accordingly. According to OpenAI, ... [1318 chars]",https://interestingengineering.com/innovation/8-coolest-ways-to-use-chatgpt,https://inteng-storage-us.s3.amazonaws.com/2022/12/07/image/jpeg/nCvXMrkT1UC7BOTm6yneOBrrlfvhmztPZmoaJRX1.jpg,2022-12-07T15:48:52Z,"{'name': 'Interesting Engineering', 'url': 'https://interestingengineering.com'}"
The ChatGPT chatbot is blowing people away with its writing skills. An expert explains why it’s so impressive,"We’ve all had some kind of interaction with a chatbot. It’s usually a little pop-up in the corner of a website, offering customer support – often clunky to navigate – and almost always frustratingly non-specific.But imagine a chatbot, enhanced by artificial intelligence (AI), that can not only exper...","We’ve all had some kind of interaction with a chatbot. It’s usually a little pop-up in the corner of a website, offering customer support – often clunky to navigate – and almost always frustratingly non-specific.
But imagine a chatbot, enhanced by ar... [6063 chars]",https://www.rawstory.com/the-chatgpt-chatbot-is-blowing-people-away-with-its-writing-skills-an-expert-explains-why-its-so-impressive/,https://www.rawstory.com/media-library/shutterstock.jpg?id=32307730&width=1200&height=600&coordinates=0%2C16%2C0%2C16,2022-12-07T13:41:43Z,"{'name': 'Raw Story', 'url': 'https://www.rawstory.com'}"
How to Use OpenAI's ChatGPT Chatbot,"OpenAI's new platform promises entertainment, industry disruption—and plenty to worry about.","Look out, kids, there’s a new chatbot in town and it’s making stuff weird for everybody . Launched last week by OpenAI, a startup founded by Elon Musk, the artificial intelligence-fueled platform ChatGPT has garnered well over a million users in a ma... [10591 chars]",https://gizmodo.com/chatgpt-how-to-use-openai-ai-elon-musk-1849855605,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/586f10b781ce7c702bed3178e96b1e0f.jpg",2022-12-07T13:00:00Z,"{'name': 'Gizmodo', 'url': 'https://gizmodo.com'}"
Here’s What To Know About OpenAI’s ChatGPT-What It’s Disrupting And How To Use It,The Elon Musk and Sam Altman-backed chatbot has caught the attention of big names in the tech world as it reached one million users on Monday.,"Topline
OpenAI released ChatGPT, its prototype AI chatbot that has gained a lot of traction among the public for its human-like, detailed answers to inquiries—like drafting a contract between an artist and producer and creating detailed code—and coul... [6159 chars]",https://www.forbes.com/sites/ariannajohnson/2022/12/07/heres-what-to-know-about-openais-chatgpt-what-its-disrupting-and-how-to-use-it/,"https://imageio.forbes.com/specials-images/imageserve/6390c9baf47f8fba2508ccf8/0x0.jpg?format=jpg&crop=3543,1992,x0,y110,safe&width=1200",2022-12-07T05:00:00Z,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
"ChatGPT May Hurt Google's Ad Business Model, Former Exec Says: Report",The conversational chatbot is sparking debate over if the technology could replace Google and if it may hurt the tech giant's bottom line.,"The AI-bot ChatGPT could ""disrupt"" Google's business model, according to a former Google exec.
Sridhar Ramaswamy told Bloomberg that ChatGPT offers a better search experience than Google.
ChatGPT has made headlines for its conversational and smart-so... [2780 chars]",https://markets.businessinsider.com/news/stocks/chatgpt-may-hurt-googles-ad-business-former-exec-says-report-2022-12,https://i.insider.com/6390e9278580f70019f7e41d?width=1200&format=jpeg,2022-12-07T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
AI chatbot predicted to replace Google in a couple of years,Could Google be replaced in just a couple of years by an AI chatbot? A Gmail developer thinks so and ChatGPT might have the ability to make this forecast come true.,New York Post You might not be able to envision a world in which Google is no longer the most reliable search engine but thehas written about a company called OpenAI that has created an AI chatbot called ChatGPT that could replace Google and some hum... [3789 chars],https://www.phonearena.com/news/ai-chatbot-could-replace-google-soon_id144120,https://m-cdn.phonearena.com/images/article/144120-wide-two_1200/AI-chatbot-predicted-to-replace-Google-in-a-couple-of-years.jpg,2022-12-07T04:35:16Z,"{'name': 'PhoneArena', 'url': 'https://www.phonearena.com'}"
AI chatbot predicted to replace Google in a couple of years,Could Google be replaced in just a couple of years by an AI chatbot? A Gmail developer thinks so and ChatGPT might have the ability to make this forecast come true.,New York Post You might not be able to envision a world in which Google is no longer the most reliable search engine but thehas written about a company called OpenAI that has created an AI chatbot called ChatGPT that could replace Google and some hum... [3789 chars],https://www.phonearena.com/news/ai-chatbot-could-replace-google-soon_id144120,https://m-cdn.phonearena.com/images/article/144120-wide-two_1200/AI-chatbot-predicted-to-replace-Google-in-a-couple-of-years.jpg,2022-12-07T04:35:16Z,"{'name': 'PhoneArena', 'url': 'https://www.phonearena.com'}"
'Scary' ChatGPT could render Google obsolete in two years,OpenAI's chatbot ChatGPT is so sophisticated it could replace Google in two years — here are the pros and cons.,"It’s the little engine that could … bring down Google and perhaps the human race.
A tech company has developed a state-of-the-art AI chatbot so sophisticated that it could render search engines — not to mention countless jobs — obsolete.
Unveiled las... [5890 chars]",https://nypost.com/2022/12/06/scary-chatgpt-could-render-google-obsolete-in-two-years/,https://nypost.com/wp-content/uploads/sites/2/2022/12/google-chat-bot-ai.gif?w=1024,2022-12-06T22:34:11Z,"{'name': 'New York Post', 'url': 'https://nypost.com'}"
Does ChatGPT Mean Robots Are Coming For the Skilled Jobs?,How A.I. will affect the demand for knowledge workers.,"For example, machine translation from one language to another used to be a joke; some readers may have heard the apocryphal tale of the Russian-English translation program that took “the spirit was willing, but the flesh was weak” and ended up with “... [2139 chars]",https://www.nytimes.com/2022/12/06/opinion/chatgpt-ai-skilled-jobs-automation.html,https://static01.nyt.com/images/2022/12/06/opinion/06krugman-newsletter-image/06krugman-newsletter-image-facebookJumbo.jpg,2022-12-06T20:24:15Z,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
Use ChatGPT to interpret your astrological makeup,I used the ChatGPT general-purpose chatbot developed by OpenAI to interpret tarot cards and astrological combinations and discovered some interesting results.,"The ChatGPT chatbot prototype is available as a free research preview and like many tech enthusiasts, I spent the weekend testing out a number of inquiries to see what kinds of results the tool would unveil.
Delving into my own unique interest, I was... [2933 chars]",https://www.digitaltrends.com/computing/use-chatgpt-to-interpret-your-astrological-makeup/,https://www.digitaltrends.com/wp-content/uploads/2014/02/Tarot-1.jpg?p=1,2022-12-06T16:30:31Z,"{'name': 'Digital Trends', 'url': 'https://www.digitaltrends.com'}"
"Why Everyone's Talking About ChatGPT, a Mindblowing AI Chatbot","This artificial intelligence bot is an impressive writer, but you should still be careful how much you trust its answers.","There's a new AI bot in town: ChatGPT. And you'd better take notice.
The tool, from a power player in artificial intelligence, lets you type questions using natural language that the chatbot answers in conversational, if somewhat stilted, language. T... [8439 chars]",https://www.cnet.com/tech/computing/chatgpt-explained-why-openais-chatbot-is-so-mind-blowing/,https://www.cnet.com/a/img/resize/084641681c8362c3ce0c3eb8a53365351adcaaac/hub/2022/12/06/3dd7180c-d0e7-47ca-bc37-b5df15a41a25/ai-chat-gettyimages.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-06T15:13:51Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
Daily Authority: 📱 Pick your phone of the year,"Vote for your smartphone of the year, OnePlus 11 renders, Nothing's new smartphone, ChatGPT, and NYC rat catchers.","Robert Triggs / Android Authority
🌞 Good morning! Today, our intro is written by ChatGPT, the new AI chatbot everyone’s talking about (more on that below). Interesting, but I don’t think we’re at risk of being replaced by AI quite yet…
“Hello, Daily ... [3914 chars]",https://www.androidauthority.com/daily-authority-december-6-2022-3244507/,https://www.androidauthority.com/wp-content/uploads/2021/12/Best-Smartphones-2-End-of-Year-2021.jpg,2022-12-06T09:54:59Z,"{'name': 'Android Authority', 'url': 'https://www.androidauthority.com'}"
